35,1,1,1,1,1,7,3
0,35,4,3,1,0,2,5
1,5,29,0,0,0,2,13
2,6,1,24,13,1,3,0
2,5,1,12,19,2,6,3
3,0,4,2,2,33,4,2
5,1,3,1,6,9,24,1
2,8,10,1,0,5,0,24
